id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
2138,31,technician,single,secondary,no,138,no,no,cellular,26,may,91,1,285,2,other,yes
2139,25,management,single,tertiary,no,1317,no,no,cellular,26,may,176,1,-1,0,unknown,yes
2140,58,retired,married,secondary,no,2714,no,no,cellular,26,may,165,1,287,2,failure,yes
2141,48,management,divorced,tertiary,no,17964,yes,no,cellular,26,may,208,2,96,3,other,yes
2142,60,retired,married,tertiary,no,846,no,no,telephone,26,may,1346,1,-1,0,unknown,yes
2143,25,student,single,tertiary,no,326,no,no,cellular,26,may,390,1,-1,0,unknown,yes
2144,26,student,single,secondary,no,100,no,no,cellular,26,may,445,1,-1,0,unknown,yes
2145,25,student,single,secondary,no,304,no,no,cellular,26,may,226,2,-1,0,unknown,yes
2146,26,student,single,tertiary,no,39,no,no,cellular,26,may,396,3,-1,0,unknown,yes
2147,32,management,single,tertiary,no,312,no,no,cellular,26,may,208,2,98,2,success,yes
2148,25,admin.,married,tertiary,no,906,no,no,cellular,26,may,253,1,-1,0,unknown,yes
2149,21,admin.,single,secondary,no,524,no,no,cellular,26,may,185,1,-1,0,unknown,yes
2150,41,self-employed,single,tertiary,no,1081,no,no,cellular,27,may,229,3,-1,0,unknown,yes
2151,30,admin.,single,secondary,no,983,yes,no,cellular,27,may,189,2,-1,0,unknown,yes
2152,47,admin.,divorced,secondary,no,2232,no,no,cellular,27,may,439,1,103,1,success,yes
2153,37,admin.,married,secondary,no,1967,no,no,cellular,27,may,242,1,212,1,success,yes
2154,34,admin.,married,secondary,no,1406,yes,no,cellular,27,may,145,1,-1,0,unknown,yes
2155,28,admin.,single,secondary,no,157,no,no,cellular,27,may,155,3,-1,0,unknown,yes
2156,24,admin.,single,tertiary,no,0,yes,no,cellular,27,may,122,2,-1,0,unknown,yes
2157,26,admin.,single,secondary,no,2509,no,no,cellular,27,may,776,3,97,3,success,yes
2158,35,technician,married,secondary,no,1368,no,no,cellular,27,may,329,1,41,2,other,yes
2159,54,retired,divorced,tertiary,no,3076,no,no,cellular,27,may,367,2,-1,0,unknown,yes
2160,44,management,married,tertiary,no,7818,no,no,cellular,27,may,412,1,-1,0,unknown,yes
2161,56,admin.,single,secondary,no,4118,no,no,telephone,27,may,165,1,-1,0,unknown,yes
2162,25,admin.,single,tertiary,no,760,yes,no,cellular,27,may,223,3,89,2,failure,yes
2163,25,student,single,unknown,no,277,no,no,cellular,27,may,311,2,-1,0,unknown,yes
2164,50,management,married,tertiary,no,253,no,no,cellular,28,may,513,9,-1,0,unknown,yes
2165,55,admin.,married,secondary,no,602,no,no,cellular,1,jun,324,3,90,2,success,yes
2166,57,management,married,tertiary,no,473,no,no,cellular,1,jun,295,1,-1,0,unknown,yes
2167,48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,1,-1,0,unknown,yes
2168,25,unemployed,single,tertiary,no,343,no,no,cellular,1,jun,377,1,-1,0,unknown,yes
2169,49,management,married,tertiary,no,1808,yes,no,cellular,1,jun,205,1,95,1,success,yes
2170,25,technician,single,secondary,no,1199,no,no,cellular,1,jun,287,1,-1,0,unknown,yes
2171,38,housemaid,divorced,secondary,no,70,no,no,cellular,1,jun,263,1,-1,0,unknown,yes
2172,45,blue-collar,married,secondary,no,1723,no,no,cellular,1,jun,166,2,-1,0,unknown,yes
2173,33,management,married,tertiary,no,1323,no,no,cellular,1,jun,327,1,-1,0,unknown,yes
2174,45,admin.,married,tertiary,no,2552,no,no,cellular,1,jun,69,1,293,7,failure,yes
2175,26,management,single,secondary,no,2613,no,no,cellular,1,jun,326,1,-1,0,unknown,yes
2176,49,admin.,married,secondary,no,0,no,no,cellular,1,jun,1460,1,-1,0,unknown,yes
2177,25,technician,single,secondary,no,938,no,no,cellular,1,jun,1048,1,-1,0,unknown,yes
2178,53,technician,married,secondary,no,284,no,no,cellular,1,jun,781,1,-1,0,unknown,yes
2179,43,management,married,tertiary,no,1059,no,yes,cellular,1,jun,335,2,-1,0,unknown,yes
2180,49,technician,married,secondary,no,1684,no,yes,cellular,1,jun,412,2,-1,0,unknown,yes
2181,54,management,married,tertiary,no,534,no,no,cellular,1,jun,177,2,-1,0,unknown,yes
2182,47,technician,married,secondary,no,293,no,no,cellular,1,jun,251,1,90,1,success,yes
2183,34,blue-collar,married,secondary,no,262,no,no,cellular,1,jun,339,1,-1,0,unknown,yes
2184,54,services,divorced,secondary,no,0,no,no,cellular,1,jun,174,1,81,2,success,yes
2185,43,management,divorced,tertiary,no,2367,no,no,cellular,1,jun,114,1,38,2,other,yes
2186,23,services,single,secondary,no,31,no,no,cellular,1,jun,192,1,-1,0,unknown,yes
2187,48,management,married,tertiary,no,3842,no,no,cellular,1,jun,215,2,-1,0,unknown,yes
2188,30,self-employed,single,tertiary,no,3343,no,no,cellular,1,jun,235,1,-1,0,unknown,yes
2189,38,unemployed,single,secondary,no,804,no,no,cellular,1,jun,1087,1,-1,0,unknown,yes
2190,34,student,single,unknown,no,1011,no,no,cellular,1,jun,253,1,-1,0,unknown,yes
2191,52,admin.,single,secondary,no,-528,yes,yes,cellular,1,jun,1144,2,-1,0,unknown,yes
2192,27,management,single,tertiary,no,1840,no,no,cellular,1,jun,220,1,28,8,other,yes
2193,40,blue-collar,married,secondary,no,1451,no,no,cellular,1,jun,314,1,-1,0,unknown,yes
2194,47,management,married,tertiary,no,2351,no,no,cellular,2,jun,163,2,84,1,success,yes
2195,26,management,single,tertiary,no,1623,no,no,cellular,2,jun,479,1,-1,0,unknown,yes
2196,37,admin.,married,secondary,no,597,no,no,cellular,2,jun,395,1,-1,0,unknown,yes
2197,34,management,married,tertiary,no,611,no,no,cellular,2,jun,350,1,-1,0,unknown,yes
2198,26,admin.,single,tertiary,no,313,no,yes,cellular,2,jun,199,1,96,2,success,yes
2199,44,management,married,tertiary,no,1954,no,no,cellular,2,jun,294,1,-1,0,unknown,yes
2200,29,management,single,tertiary,no,307,yes,no,cellular,2,jun,690,1,-1,0,unknown,yes
2201,40,unemployed,single,tertiary,no,7968,no,no,cellular,2,jun,596,1,-1,0,unknown,yes
2202,43,blue-collar,married,secondary,no,2160,no,no,cellular,2,jun,169,1,-1,0,unknown,yes
2203,52,technician,divorced,secondary,no,1005,yes,no,cellular,2,jun,195,1,-1,0,unknown,yes
2204,38,admin.,married,tertiary,no,1988,no,no,cellular,2,jun,103,1,67,4,success,yes
2205,33,services,divorced,secondary,no,1117,no,no,cellular,2,jun,417,1,-1,0,unknown,yes
2206,50,technician,married,secondary,no,3370,no,no,cellular,2,jun,160,2,-1,0,unknown,yes
2207,53,admin.,married,secondary,no,109,no,no,telephone,2,jun,270,1,-1,0,unknown,yes
2208,42,services,married,secondary,no,1376,yes,no,cellular,2,jun,271,2,92,4,success,yes
2209,49,technician,married,tertiary,no,523,yes,no,cellular,2,jun,712,1,60,3,failure,yes
2210,27,technician,single,tertiary,no,15161,no,no,cellular,2,jun,74,1,120,1,success,yes
2211,32,admin.,married,tertiary,no,653,no,no,cellular,2,jun,84,1,-1,0,unknown,yes
2212,31,student,single,tertiary,no,64,no,no,cellular,2,jun,261,2,-1,0,unknown,yes
2213,29,technician,single,secondary,no,1165,no,no,cellular,2,jun,245,1,-1,0,unknown,yes
2214,49,services,married,secondary,no,7019,yes,no,cellular,2,jun,263,1,368,3,failure,yes
2215,46,blue-collar,married,secondary,no,1568,yes,no,cellular,2,jun,310,1,55,6,other,yes
2216,57,blue-collar,married,primary,no,3109,no,no,cellular,2,jun,482,2,-1,0,unknown,yes
2217,28,technician,single,tertiary,no,4987,no,no,cellular,2,jun,924,2,113,21,success,yes
2218,37,entrepreneur,married,tertiary,no,189,no,no,cellular,2,jun,253,2,-1,0,unknown,yes
2219,38,blue-collar,married,secondary,no,2467,no,no,cellular,2,jun,192,1,-1,0,unknown,yes
2220,49,management,married,tertiary,no,5887,no,no,cellular,2,jun,181,3,293,2,failure,yes
2221,35,technician,married,tertiary,no,1354,no,no,cellular,2,jun,250,2,-1,0,unknown,yes
2222,29,technician,married,secondary,no,23,yes,no,cellular,2,jun,163,1,55,2,failure,yes
2223,52,technician,married,secondary,no,0,no,no,cellular,2,jun,541,3,-1,0,unknown,yes
2224,34,unemployed,married,secondary,no,978,no,no,cellular,3,jun,262,2,71,1,success,yes
2225,60,technician,married,secondary,no,294,no,no,telephone,3,jun,206,4,-1,0,unknown,yes
2226,32,self-employed,married,secondary,no,409,no,no,cellular,3,jun,115,2,86,2,success,yes
2227,27,admin.,single,secondary,no,261,yes,yes,cellular,3,jun,592,4,-1,0,unknown,yes
2228,55,entrepreneur,married,secondary,no,27624,no,no,telephone,3,jun,437,1,-1,0,unknown,yes
2229,29,management,single,tertiary,no,3846,no,no,cellular,3,jun,313,2,-1,0,unknown,yes
2230,42,blue-collar,married,secondary,no,2913,no,no,cellular,3,jun,705,1,195,1,failure,yes
2231,33,management,divorced,tertiary,no,2240,no,no,cellular,3,jun,198,1,-1,0,unknown,yes
2232,29,blue-collar,married,primary,no,5,no,no,cellular,3,jun,321,1,-1,0,unknown,yes
2233,39,admin.,married,secondary,no,150,no,no,cellular,3,jun,296,4,-1,0,unknown,yes
2234,31,technician,single,tertiary,no,882,no,no,cellular,3,jun,411,1,-1,0,unknown,yes
2235,60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown,yes
2236,25,student,single,tertiary,no,1189,no,no,cellular,3,jun,165,1,-1,0,unknown,yes
2237,45,admin.,married,secondary,no,204,yes,no,cellular,3,jun,224,2,-1,0,unknown,yes
2238,29,management,single,tertiary,no,637,yes,no,cellular,3,jun,340,1,119,1,failure,yes
2239,55,management,divorced,tertiary,no,2383,no,no,cellular,3,jun,591,2,-1,0,unknown,yes
2240,26,technician,single,secondary,no,1231,yes,no,cellular,3,jun,385,2,96,5,success,yes
2241,30,management,single,tertiary,no,3340,no,no,cellular,3,jun,238,3,-1,0,unknown,yes
2242,54,admin.,divorced,secondary,no,200,no,no,cellular,3,jun,170,1,-1,0,unknown,yes
2243,39,blue-collar,single,tertiary,no,48,no,no,cellular,3,jun,539,1,-1,0,unknown,yes
2244,26,management,single,tertiary,no,2786,no,no,cellular,3,jun,300,2,72,1,success,yes
2245,57,retired,married,secondary,no,5313,no,no,cellular,3,jun,200,1,-1,0,unknown,yes
2246,39,unemployed,married,tertiary,no,201,no,no,cellular,3,jun,699,1,119,1,failure,yes
2247,25,blue-collar,single,secondary,no,389,no,no,cellular,3,jun,837,1,-1,0,unknown,yes
2248,43,blue-collar,married,primary,no,3917,no,no,cellular,3,jun,725,2,93,1,success,yes
2249,32,blue-collar,married,secondary,no,889,yes,no,cellular,3,jun,1076,2,85,3,other,yes
2250,43,management,divorced,tertiary,no,481,yes,no,cellular,3,jun,187,1,20,1,other,yes
2251,50,management,divorced,tertiary,no,810,no,no,cellular,4,jun,510,3,-1,0,unknown,yes
2252,35,services,married,secondary,no,52,yes,no,cellular,4,jun,328,2,94,4,success,yes
2253,37,management,married,tertiary,no,108,yes,yes,cellular,4,jun,262,2,-1,0,unknown,yes
2254,42,admin.,single,secondary,no,684,no,no,cellular,4,jun,207,1,-1,0,unknown,yes
2255,27,management,married,secondary,no,2071,no,no,cellular,4,jun,449,1,-1,0,unknown,yes
2256,27,services,single,secondary,no,339,no,no,cellular,4,jun,182,1,-1,0,unknown,yes
2257,29,management,single,tertiary,no,572,no,no,cellular,4,jun,224,1,-1,0,unknown,yes
2258,29,student,single,secondary,no,1779,no,no,cellular,4,jun,400,1,-1,0,unknown,yes
2259,26,student,single,secondary,no,132,no,no,cellular,4,jun,217,1,-1,0,unknown,yes
2260,39,admin.,single,tertiary,no,22086,no,no,cellular,4,jun,160,1,-1,0,unknown,yes
2261,41,services,married,secondary,no,0,yes,yes,cellular,4,jun,352,2,122,2,failure,yes
2262,29,management,married,tertiary,no,205,no,no,cellular,4,jun,787,1,-1,0,unknown,yes
2263,33,technician,single,tertiary,no,317,yes,no,cellular,4,jun,323,1,80,14,other,yes
2264,32,management,married,tertiary,no,4945,no,no,cellular,4,jun,160,1,119,2,other,yes
2265,30,management,married,tertiary,no,419,yes,no,cellular,4,jun,194,1,-1,0,unknown,yes
2266,38,technician,single,secondary,no,1130,no,no,cellular,4,jun,96,2,98,1,success,yes
2267,55,admin.,married,secondary,no,1662,no,no,cellular,4,jun,94,2,-1,0,unknown,yes
2268,25,admin.,single,secondary,no,1871,no,no,cellular,4,jun,136,1,-1,0,unknown,yes
2269,38,entrepreneur,divorced,secondary,no,1190,yes,no,cellular,4,jun,81,2,391,3,failure,yes
2270,35,blue-collar,married,secondary,no,563,no,yes,cellular,4,jun,147,1,119,3,failure,yes
2271,31,unemployed,married,secondary,no,6,no,no,cellular,4,jun,121,4,-1,0,unknown,yes
2272,25,services,single,secondary,no,594,no,no,cellular,4,jun,89,2,-1,0,unknown,yes
2273,31,management,single,tertiary,no,617,no,no,cellular,4,jun,1161,1,97,2,success,yes
2274,27,student,single,secondary,no,538,no,no,cellular,4,jun,124,2,-1,0,unknown,yes
2275,34,admin.,single,secondary,no,303,no,no,cellular,4,jun,282,3,126,3,failure,yes
2276,40,admin.,single,secondary,no,985,yes,no,cellular,4,jun,592,3,50,8,failure,yes
2277,27,admin.,married,secondary,no,897,no,no,cellular,5,jun,397,1,-1,0,unknown,yes
2278,28,management,single,secondary,no,171,no,no,cellular,5,jun,324,1,87,1,success,yes
2279,28,management,single,secondary,no,1633,no,no,cellular,5,jun,275,1,-1,0,unknown,yes
2280,35,admin.,divorced,secondary,no,1085,no,no,cellular,5,jun,199,1,86,7,success,yes
2281,58,retired,married,primary,no,1980,no,no,cellular,5,jun,255,1,-1,0,unknown,yes
2282,44,technician,married,tertiary,no,1933,no,no,cellular,5,jun,462,1,-1,0,unknown,yes
2283,57,retired,married,secondary,no,1841,no,no,telephone,5,jun,302,1,-1,0,unknown,yes
2284,25,self-employed,single,tertiary,no,42,yes,no,cellular,5,jun,149,1,94,1,success,yes
2285,21,student,single,secondary,no,794,no,no,cellular,5,jun,191,1,-1,0,unknown,yes
2286,49,technician,married,secondary,no,905,no,no,cellular,5,jun,1543,1,-1,0,unknown,yes
2287,54,management,married,tertiary,no,8295,no,no,cellular,5,jun,207,1,-1,0,unknown,yes
2288,59,retired,married,primary,no,0,no,no,cellular,5,jun,493,2,-1,0,unknown,yes
2289,28,management,single,tertiary,no,874,yes,no,cellular,5,jun,509,1,-1,0,unknown,yes
2290,37,blue-collar,married,secondary,no,4321,no,no,cellular,5,jun,657,1,-1,0,unknown,yes
2291,30,technician,single,tertiary,no,0,yes,no,cellular,5,jun,159,2,-1,0,unknown,yes
2292,35,housemaid,single,primary,no,745,no,no,telephone,5,jun,522,3,-1,0,unknown,yes
2293,31,management,single,tertiary,no,924,no,no,cellular,5,jun,207,2,98,1,success,yes
2294,41,unemployed,single,primary,no,216,no,no,cellular,5,jun,577,3,-1,0,unknown,yes
2295,30,unemployed,single,tertiary,no,1159,no,no,telephone,5,jun,366,1,-1,0,unknown,yes
2296,28,self-employed,single,tertiary,no,3290,no,no,cellular,5,jun,201,2,-1,0,unknown,yes
2297,31,unemployed,single,secondary,no,582,yes,no,cellular,5,jun,548,2,-1,0,unknown,yes
2298,53,management,divorced,tertiary,no,380,no,yes,cellular,5,jun,438,2,-1,0,unknown,yes
2299,22,blue-collar,single,secondary,no,682,no,no,cellular,5,jun,126,2,91,1,success,yes
2300,36,services,married,primary,no,92,yes,no,cellular,5,jun,244,7,-1,0,unknown,yes
2301,33,technician,single,secondary,no,66,no,no,cellular,5,jun,157,2,-1,0,unknown,yes
2302,31,technician,single,tertiary,no,252,no,no,cellular,8,jun,107,3,-1,0,unknown,yes
2303,49,admin.,married,tertiary,no,6574,no,no,cellular,8,jun,138,3,-1,0,unknown,yes
2304,51,self-employed,married,unknown,no,2094,no,no,cellular,8,jun,458,6,-1,0,unknown,yes
2305,34,technician,married,secondary,no,294,yes,no,cellular,8,jun,301,3,-1,0,unknown,yes
2306,35,blue-collar,married,primary,no,1177,no,no,cellular,8,jun,243,4,-1,0,unknown,yes
2307,32,admin.,single,tertiary,no,8866,no,no,cellular,9,jun,234,2,83,2,success,yes
2308,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,993,4,85,4,success,yes
2309,31,management,single,tertiary,no,5205,no,no,cellular,9,jun,529,2,-1,0,unknown,yes
2310,25,technician,single,tertiary,no,3630,no,no,telephone,9,jun,221,7,-1,0,unknown,yes
2311,25,services,single,tertiary,no,12,no,no,cellular,12,jun,126,6,-1,0,unknown,yes
2312,60,management,married,secondary,no,544,no,no,cellular,12,jun,95,7,357,2,failure,yes
2313,40,self-employed,single,tertiary,no,10346,no,no,cellular,15,jun,491,2,207,1,other,yes
2314,50,management,married,tertiary,no,1612,no,no,cellular,15,jun,532,2,98,2,other,yes
2315,32,management,single,tertiary,no,718,yes,no,cellular,15,jun,95,1,-1,0,unknown,yes
2316,60,admin.,married,secondary,no,3547,no,no,telephone,15,jun,351,6,-1,0,unknown,yes
2317,32,services,married,secondary,no,914,no,no,cellular,15,jun,372,1,-1,0,unknown,yes
2318,52,entrepreneur,married,secondary,no,1306,no,no,cellular,15,jun,288,1,-1,0,unknown,yes
2319,59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,yes
2320,56,retired,married,secondary,no,-1206,yes,no,cellular,15,jun,382,2,-1,0,unknown,yes
2321,47,management,single,tertiary,no,372,no,no,cellular,15,jun,257,1,-1,0,unknown,yes
2322,43,management,married,tertiary,no,3518,no,no,cellular,15,jun,181,2,-1,0,unknown,yes
2323,25,services,single,secondary,no,505,no,no,cellular,15,jun,284,1,-1,0,unknown,yes
2324,31,student,single,secondary,no,1776,no,no,cellular,15,jun,220,1,207,1,other,yes
2325,27,management,single,tertiary,no,20585,no,no,cellular,15,jun,188,1,-1,0,unknown,yes
2326,26,admin.,married,secondary,no,1595,no,no,cellular,15,jun,155,1,105,1,failure,yes
2327,37,admin.,single,tertiary,no,1000,yes,no,cellular,15,jun,322,1,90,1,success,yes
2328,27,admin.,single,tertiary,no,138,no,no,cellular,15,jun,89,2,-1,0,unknown,yes
2329,49,management,married,tertiary,no,561,no,no,cellular,15,jun,173,1,-1,0,unknown,yes
2330,26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown,yes
2331,28,management,single,tertiary,no,502,no,no,cellular,16,jun,136,2,-1,0,unknown,yes
2332,33,blue-collar,married,secondary,no,379,yes,yes,cellular,16,jun,263,2,-1,0,unknown,yes
2333,31,technician,married,unknown,no,14533,no,no,cellular,16,jun,245,2,-1,0,unknown,yes
2334,32,services,married,secondary,no,689,yes,yes,cellular,16,jun,162,3,-1,0,unknown,yes
2335,30,technician,single,secondary,no,2567,no,no,cellular,18,jun,813,4,-1,0,unknown,yes
2336,34,management,married,tertiary,no,443,no,no,cellular,18,jun,235,3,-1,0,unknown,yes
2337,58,retired,married,primary,no,2074,no,no,cellular,18,jun,259,2,-1,0,unknown,yes
2338,34,management,married,tertiary,no,2374,yes,yes,cellular,18,jun,270,2,314,2,failure,yes
2339,26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,yes
2340,49,management,single,tertiary,no,7443,no,no,telephone,19,jun,293,5,211,2,failure,yes
2341,57,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,unknown,yes
2342,83,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure,yes
2343,61,management,married,tertiary,no,997,no,no,cellular,22,jun,269,1,104,1,success,yes
2344,64,retired,married,secondary,no,5966,yes,no,cellular,22,jun,983,1,-1,0,unknown,yes
2345,37,admin.,married,secondary,no,2061,yes,yes,cellular,22,jun,459,1,109,3,failure,yes
2346,68,retired,married,secondary,no,0,no,no,cellular,22,jun,586,1,-1,0,unknown,yes
2347,71,retired,married,tertiary,no,2887,no,no,cellular,30,jun,128,1,-1,0,unknown,yes
2348,54,management,married,tertiary,no,1464,no,no,cellular,30,jun,157,1,-1,0,unknown,yes
2349,37,management,married,tertiary,no,1315,no,no,cellular,30,jun,224,1,-1,0,unknown,yes
2350,22,student,single,unknown,no,466,no,no,cellular,30,jun,377,1,-1,0,unknown,yes
2351,44,management,married,tertiary,no,2383,no,no,cellular,1,jul,571,2,-1,0,unknown,yes
2352,37,entrepreneur,married,tertiary,no,1649,no,yes,cellular,1,jul,140,3,-1,0,unknown,yes
2353,72,self-employed,married,tertiary,no,132,no,no,cellular,1,jul,260,2,65,1,success,yes
2354,69,retired,divorced,primary,no,482,no,no,cellular,2,jul,260,2,-1,0,unknown,yes
2355,41,blue-collar,married,secondary,no,203,no,no,cellular,2,jul,342,2,-1,0,unknown,yes
2356,44,blue-collar,married,secondary,no,88,yes,no,cellular,2,jul,275,1,-1,0,unknown,yes
2357,32,services,single,secondary,no,2881,no,no,cellular,2,jul,356,1,-1,0,unknown,yes
2358,79,retired,married,secondary,no,668,no,no,telephone,2,jul,363,1,-1,0,unknown,yes
2359,33,technician,married,secondary,no,73,yes,no,cellular,2,jul,218,1,-1,0,unknown,yes
2360,45,management,married,tertiary,no,1309,no,no,cellular,2,jul,367,1,-1,0,unknown,yes
2361,40,management,married,tertiary,no,2763,yes,no,cellular,2,jul,566,1,395,2,success,yes
2362,42,entrepreneur,married,secondary,no,2959,yes,no,telephone,2,jul,711,1,342,1,failure,yes
2363,30,technician,single,secondary,no,930,no,no,cellular,2,jul,396,1,-1,0,unknown,yes
2364,28,management,single,tertiary,no,12956,yes,no,cellular,2,jul,940,1,399,3,success,yes
2365,58,housemaid,divorced,secondary,no,0,no,no,cellular,2,jul,478,2,-1,0,unknown,yes
2366,39,admin.,divorced,secondary,no,19,yes,no,cellular,2,jul,503,2,147,5,success,yes
2367,31,blue-collar,married,secondary,no,625,yes,no,cellular,2,jul,135,2,49,3,failure,yes
2368,45,admin.,married,unknown,no,5511,no,no,cellular,2,jul,272,1,-1,0,unknown,yes
2369,56,blue-collar,married,primary,no,1137,no,no,telephone,2,jul,176,1,-1,0,unknown,yes
2370,46,management,divorced,tertiary,no,1329,no,no,cellular,3,jul,247,2,-1,0,unknown,yes
2371,56,retired,married,secondary,no,1044,no,no,telephone,3,jul,353,2,-1,0,unknown,yes
2372,27,services,single,secondary,no,302,no,no,cellular,3,jul,203,1,-1,0,unknown,yes
2373,30,unemployed,married,tertiary,no,330,no,no,cellular,3,jul,264,1,80,1,success,yes
2374,26,self-employed,single,tertiary,no,2857,no,no,cellular,3,jul,446,1,-1,0,unknown,yes
2375,35,unemployed,single,primary,no,68,no,no,cellular,3,jul,175,1,-1,0,unknown,yes
2376,52,blue-collar,married,primary,no,1524,no,no,cellular,3,jul,1007,6,-1,0,unknown,yes
2377,54,admin.,married,secondary,no,1633,no,no,cellular,3,jul,409,2,-1,0,unknown,yes
2378,41,entrepreneur,married,primary,no,0,no,no,cellular,3,jul,438,2,389,1,other,yes
2379,24,management,single,tertiary,no,507,no,no,cellular,3,jul,257,1,-1,0,unknown,yes
2380,28,blue-collar,single,secondary,no,643,no,no,cellular,3,jul,308,2,-1,0,unknown,yes
2381,62,management,married,tertiary,no,2785,no,no,cellular,6,jul,270,3,-1,0,unknown,yes
2382,52,technician,married,secondary,no,137,no,no,cellular,6,jul,227,2,-1,0,unknown,yes
2383,23,services,single,secondary,no,870,no,no,cellular,6,jul,316,4,-1,0,unknown,yes
2384,82,retired,married,primary,no,8603,no,no,cellular,7,jul,429,1,-1,0,unknown,yes
2385,63,retired,married,secondary,no,18016,no,no,cellular,7,jul,371,1,-1,0,unknown,yes
2386,32,admin.,married,secondary,no,51,yes,yes,cellular,7,jul,297,1,-1,0,unknown,yes
2387,31,management,married,tertiary,no,1032,no,no,cellular,7,jul,284,1,-1,0,unknown,yes
2388,37,services,married,secondary,no,981,no,no,cellular,7,jul,682,2,386,1,success,yes
2389,40,technician,single,tertiary,no,431,no,no,cellular,7,jul,180,2,-1,0,unknown,yes
2390,66,retired,married,secondary,no,203,no,no,cellular,7,jul,376,1,-1,0,unknown,yes
2391,37,management,married,tertiary,no,3737,no,no,cellular,7,jul,224,1,-1,0,unknown,yes
2392,38,unemployed,married,primary,no,7005,yes,no,cellular,7,jul,370,1,412,1,failure,yes
2393,27,student,single,secondary,no,111,no,no,cellular,7,jul,495,2,-1,0,unknown,yes
2394,58,retired,married,primary,no,565,no,no,telephone,7,jul,876,1,-1,0,unknown,yes
2395,49,housemaid,married,primary,no,889,no,no,telephone,7,jul,388,1,-1,0,unknown,yes
2396,31,management,single,secondary,no,202,yes,no,cellular,8,jul,167,1,62,1,failure,yes
2397,31,management,single,tertiary,no,307,no,no,cellular,8,jul,361,1,229,2,failure,yes
2398,38,student,married,unknown,no,0,no,no,cellular,8,jul,341,1,385,1,failure,yes
2399,79,retired,married,primary,no,429,no,no,telephone,8,jul,1006,2,-1,0,unknown,yes
2400,71,retired,married,tertiary,no,4388,no,no,cellular,8,jul,896,2,-1,0,unknown,yes
2401,52,technician,married,tertiary,no,2557,no,no,cellular,8,jul,340,1,156,1,other,yes
2402,55,management,married,unknown,no,3122,no,no,cellular,8,jul,349,1,-1,0,unknown,yes
2403,46,blue-collar,married,secondary,no,922,yes,no,telephone,8,jul,576,1,-1,0,unknown,yes
2404,28,management,single,tertiary,no,3796,no,no,cellular,8,jul,315,2,-1,0,unknown,yes
2405,22,student,single,secondary,no,185,no,no,cellular,8,jul,153,1,-1,0,unknown,yes
2406,49,management,single,tertiary,no,151,yes,no,cellular,8,jul,97,3,-1,0,unknown,yes
2407,20,student,single,unknown,no,829,no,no,cellular,9,jul,253,2,-1,0,unknown,yes
2408,19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,-1,0,unknown,yes
2409,34,blue-collar,single,primary,no,79,no,no,telephone,10,jul,336,4,-1,0,unknown,yes
2410,73,management,married,tertiary,no,1609,no,no,cellular,14,jul,169,2,-1,0,unknown,yes
2411,27,management,single,tertiary,no,2489,no,no,cellular,15,jul,323,2,163,2,other,yes
2412,59,blue-collar,divorced,primary,no,989,no,no,cellular,20,jul,125,2,-1,0,unknown,yes
2413,25,student,single,tertiary,no,58,no,no,cellular,24,jul,139,5,-1,0,unknown,yes
2414,44,entrepreneur,single,unknown,no,323,no,no,cellular,28,jul,332,2,181,2,failure,yes
2415,28,management,single,tertiary,no,5474,no,no,cellular,28,jul,486,5,-1,0,unknown,yes
2416,25,management,single,tertiary,no,219,no,no,cellular,4,aug,576,1,96,1,success,yes
2417,28,management,married,tertiary,no,1240,no,no,cellular,4,aug,849,1,-1,0,unknown,yes
2418,52,admin.,married,secondary,no,1228,yes,yes,cellular,4,aug,218,1,-1,0,unknown,yes
2419,57,management,married,tertiary,no,1660,no,no,cellular,4,aug,642,1,-1,0,unknown,yes
2420,49,management,divorced,tertiary,no,914,no,no,cellular,4,aug,185,1,-1,0,unknown,yes
2421,33,technician,married,tertiary,no,1699,no,no,cellular,4,aug,600,1,-1,0,unknown,yes
2422,47,technician,married,secondary,no,1167,yes,no,cellular,4,aug,505,1,96,6,success,yes
2423,68,retired,married,secondary,no,19317,yes,no,cellular,4,aug,249,1,-1,0,unknown,yes
2424,40,technician,single,tertiary,no,1646,yes,no,cellular,4,aug,173,1,92,5,success,yes
2425,46,management,married,tertiary,no,242,no,no,cellular,4,aug,120,2,96,1,success,yes
2426,29,technician,single,secondary,no,382,no,no,cellular,5,aug,409,4,-1,0,unknown,yes
2427,55,management,divorced,tertiary,no,2383,no,no,cellular,5,aug,1019,2,63,2,success,yes
2428,30,self-employed,married,tertiary,no,2666,no,no,cellular,5,aug,475,2,93,4,success,yes
2429,49,admin.,divorced,secondary,no,1718,no,yes,cellular,5,aug,211,1,-1,0,unknown,yes
